coverage_id,record_scope,relative_path,extension,size_bytes,sha256,inventory_and_preservation,container_or_manifest_integrity,format_processing,content_specific_check,traceability_check,epistemic_classification_check,visual_review_check,code_reproduction_check,negative_or_limitation_notes,applicable_checks_complete,coverage_state
COV-00174,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_3_DOCS_21_30/07_MANIFIESTO_FUENTES/FUENTES_DATOS_21_30.csv,.csv,984,ff684ac1ccc3d93f96a169e946dea4d5f5d4711f36ff8570129830040072e648,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00175,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_3_DOCS_21_30/07_MANIFIESTO_FUENTES/FUENTES_DOCUMENTOS_21_30.csv,.csv,1960,fae83dbf40ae0a79a7e810c1873f19e4bbdfa01aaeb7e074604ba459aa9c9401,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00176,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/00_LEEME_FASE_4.md,.md,428,506e5c7454cf0ab6b09c492520808d378d84cbad7cddb817d5e9861201e24f12,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=4,equation_catalog_occurrences_verified=0,claim_candidates_classified=3,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00177,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/01_RESUMEN_MAQUINA_FASE_4.json,.json,254,2a840b913d183aac86b91377b56cde516d830e16fdefca1b30f3ee93ade1108a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00178,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/02_INVENTARIO_ENTREGABLE_FASE_4.csv,.csv,2520,717e918f4285b4467601607f21c7e2c74736c3d8cc6581e9a77f8a4ab18fcb78,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00179,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_31_AUDITORIA.md,.md,2484,b380b87853e7a2d5b98fb3938fc5a4aa3afa065452a468f70c934f1e1ad2e7c3,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00180,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_32_AUDITORIA.md,.md,3307,95b6a4256d53a8147c34c91eb58e9bc708bc0b452a0144e265995b74e37f79a0,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00181,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_33_AUDITORIA.md,.md,1238,501ff5f4fe369892033f8a3de5b34d25149c165bb667981f505255dca65b2624,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00182,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_34_AUDITORIA.md,.md,1288,c32514eabef3d8b5324f970550f8ab65de76ad3a71a2fe0bf6e671d237e923b1,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00183,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_35_AUDITORIA.md,.md,5167,5291f3b0691dd1ce36448cd5c458674800ea9127b2b403aff20b57b92f85fd66,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00184,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_36_AUDITORIA.md,.md,4880,8bfc23217a7f7319fe076416541f51cac05e05731a3842f8e65650858d8d0259,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00185,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_37_AUDITORIA.md,.md,2547,93035ad8818ae117b0c21c7cda0aa4179d202f8a0ba571ba192f68fe53696f8c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00186,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_38_AUDITORIA.md,.md,1147,6580fc0679a9527d3d723ed346b693ae037567b9bb856dbc211a7dc80daf1562,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00187,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_39_AUDITORIA.md,.md,2355,0345dbb4c94f891367bdd29da4db0be66800988b0c9b27247fe5809f421d5088,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00188,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_40_AUDITORIA.md,.md,3730,13fd6b4df5759e385946ba5ecc34927312a6d2b1fa6a2601240d609d20e64f82,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00189,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/04_PRUEBAS_NUMERICAS/PARAMETROS_MAESTROS_DOCS_31_40.csv,.csv,355,011353799e92088cd3a0a30091a8b8f1120f96dc21ac634ad180e244613f36c5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00190,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/04_PRUEBAS_NUMERICAS/PRUEBAS_NUMERICAS_MAESTRAS_DOCS_31_40.csv,.csv,23964,9e901923de270a8b893d9e3b6355518c83edf34ec77286abed5c1972a2ced77a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00191,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/05_DEPENDENCIAS/DEPENDENCIAS_DOCS_31_40.csv,.csv,541,ec301d4c18c386fbd3ee818f6134b2d10c4b0c626c544443904bfc115f83106b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00192,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/06_ESTADO_CIENTIFICO/PREGUNTAS_ABIERTAS_DOCS_31_40.csv,.csv,421,38ab86e990c96d2f3bda00c06471a617d56e4002fd762768f1d9cde08996e73a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00193,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/06_ESTADO_CIENTIFICO/RESULTADOS_NEGATIVOS_DIMENSION_DOCS_31_40.csv,.csv,333,efbc7a3ddb5bd50632239dc5d41e9c3415d5baabbf20aafb5671ab7fd0f218dd,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00194,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/06_ESTADO_CIENTIFICO/RESULTADOS_SUPERADOS_CORREGIDOS_DOCS_31_40.csv,.csv,622,41dd00113fde401c41abdf85067c667d2d2025aaf89fecc9e655f28be1b994c4,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00195,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/06_ESTADO_CIENTIFICO/SINTESIS_CIENTIFICA_DOCS_31_40.md,.md,849,72a7fbc78fc2c0cc176d218dfc9a6f4f85566cfb142adaef13fcd82aac26f512,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=5,equation_catalog_occurrences_verified=0,claim_candidates_classified=4,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00196,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/07_MANIFIESTO_FUENTES/FUENTES_DATOS_31_40.csv,.csv,1615,ef4ff890b4ade2144f8b89dbee39d01749dfbdca679fa8bfe0617acb6b4b05bd,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00197,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/07_MANIFIESTO_FUENTES/FUENTES_DOCUMENTOS_31_40.csv,.csv,1954,1f486e7a2166954b7f3a0728d78405db6c8724faeadd26ab496ff1b0e47da903,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00198,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/00_LEEME_FASE_5.md,.md,465,0853cb285a80272a4554b646c7a008452028cfc4b97120c9c81658777823c05a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=4,equation_catalog_occurrences_verified=0,claim_candidates_classified=3,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00199,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/01_RESUMEN_MAQUINA_FASE_5.json,.json,495,8395a860115f4a259a4ad01efc6e4f6f5a8b69acf18ef0810791231292e8f687,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,json_parsed,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00200,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/02_INVENTARIO_ENTREGABLE_FASE_5.csv,.csv,2385,e6a0bcf18a3caf6ef25d3cfa97c97f7275585bd35ddb4c48a90260b544c3d151,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00201,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_41_AUDITORIA.md,.md,3824,c9f4744ddd222b535d14e0ac35656a0fc2fc63d15a2c2cf79d346c0eca74b4d5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00202,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_42_AUDITORIA.md,.md,5942,2af4f271dac31e3c6209606aaf10d18bbeacece110485ed03409a05aef452ae1,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00203,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_43_AUDITORIA.md,.md,1689,bdcdfaf6fe55e6220f8231e4a517734f65214a2ce464c7362e4ae36a3a3cf573,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00204,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_44_AUDITORIA.md,.md,3010,1047cb9588dcef87954a8f6f54035a3e98070f4e5bdde2d0f8296788db1c5a3b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00205,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_45_AUDITORIA.md,.md,2684,105d12cc42ebe17b966629c2b64700cf9e4403243d9ce10f1085517d56bd25e7,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00206,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_46_AUDITORIA.md,.md,2012,44d9b3ab8d835dae2db599286f18864f2fd8e98380926da33197cae933dd315f,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00207,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_47_AUDITORIA.md,.md,2151,666b77643f8d7b943251ad222235e3b0be0c044be7c702b54511fc4aa4e68432,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00208,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_48_AUDITORIA.md,.md,1532,deecc616e5b46cca589ade3bb924493ba2129f011ae7f169d6f214936e880152,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00209,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_49_AUDITORIA.md,.md,2268,a112112c5118e3fa37c266dd65246951f35cda59d9fa8e185fe5e48500374877,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00210,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_50_AUDITORIA.md,.md,5196,79af90a21c1e8cc1865844d050bec7b5ef79a25749f6f9f68ef44a31898c6a4e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=12,equation_catalog_occurrences_verified=0,claim_candidates_classified=6,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=1,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00211,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/04_PRUEBAS_NUMERICAS/PARAMETROS_MAESTROS_DOCS_41_50.csv,.csv,410,0cfbc866e48e71583108782cb432c0bb45a9537953cb030be4c428fa9b96d66e,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
