doubt_id,package,file,line,text,evidence_layer,state,independence_note
D-0046,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,13,## ODG-038,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0047,OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,17,## ODG-039,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0048,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-040 ¿Existe una única medida indivisible \(d\mu_\Omega\) para todos los sectores?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0049,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,6,"## ODG-041 ¿El campo universal transforma esa medida, o transforma las tasas definidas sobre ella?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0050,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,9,"## ODG-042 ¿Puede existir una dependencia local \(s(\xi)\), o la continuidad única obliga a un solo exponente?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0051,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,12,## ODG-043 ¿Materia y curvatura ocupan exactamente el mismo soporte ontológico?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0052,OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,15,## ODG-044 ¿Una anomalía \(a-b\neq0\) representa una ruptura real de continuidad compartida o sólo un coarse-graining incorrecto?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0053,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-045 — ¿Qué significa pertenecer a la misma continuidad?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0054,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,7,## ODG-046 — ¿Puede una misma continuidad tener representaciones con distintos exponentes \(s\)?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0055,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,11,## ODG-047 — ¿Qué fija la normalización física de \(u\)?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0056,OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,21,## ODG-048 — ¿Una ruptura real exige \(u=\infty\)?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0057,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-049 ¿El modo común es la participación mínima en la existencia compartida?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0058,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,6,"## ODG-050 ¿Las desviaciones representan orientación, carga, naturaleza o geometría interna?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0059,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,9,## ODG-051 ¿Qué medida fija \(\langle\delta s\rangle=0\)?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0060,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,12,## ODG-052 ¿Las fuerzas gauge son modos relativos del mismo campo o conexiones independientes?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0061,OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,15,## ODG-053 ¿Una desviación correlacionada sería una nueva interacción de largo alcance?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0062,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-054 ¿Qué distingue físicamente dos realizaciones observacionalmente iguales?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0063,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,6,## ODG-055 ¿La genealogía es una propiedad real o sólo el orden lógico de las actualizaciones?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0064,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,9,"## ODG-056 ¿La memoria de camino está localizada, distribuida o almacenada en correlaciones?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0065,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,12,"## ODG-057 ¿Puede revertirse toda la configuración y toda la memoria, pero no la genealogía?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0066,OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,15,## ODG-058 ¿La entropía aparece cuando la información genealógica se vuelve inaccesible?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0067,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-059 ¿La frase “la continuidad sólo continúa” implica realmente:,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0068,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,10,## ODG-060 ¿Qué propiedad física impide que una cadena completa borre toda diferencia genealógica?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0069,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,13,"## ODG-061 ¿Los estados simultáneos o incomparables son posibles, o la continuidad fundamental es una única cadena total?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0070,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,16,"## ODG-062 Si existen ramificaciones, ¿son alternativas potenciales o realizaciones coexistentes?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0071,OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,19,## ODG-063 ¿Qué observación podría distinguir un orden parcial fundamental de un tiempo escalar fundamental?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0072,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-079 ¿Qué objeto físico fija la escala:,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0073,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,10,"## ODG-080 ¿El costo fundamental debe ser sorpresa, obstrucción o una combinación de ambas?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0074,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,13,"## ODG-081 ¿La temperatura mide dispersión de genealogías, liberación de potencialidad o intercambio de carga de obstrucción?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0075,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,16,## ODG-082 ¿El calor es transferencia de costo entre identidades o aumento de canales accesibles?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0076,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,19,## ODG-083 ¿Existe una actualización elemental que pueda funcionar como cuanto operacional de energía?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0077,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,3,## ODG-084 ¿La fase es una propiedad fundamental de la continuidad o una representación efectiva?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0078,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,6,## ODG-085 ¿Qué cantidad conservada se intercambia cuando dos identidades realizan trabajo?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0079,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,9,"## ODG-086 ¿La obstrucción \(Q_\Omega\) es una carga, una energía potencial o sólo la fuente de un campo?",FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0080,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,12,## ODG-087 ¿Qué fija operacionalmente una unidad de duración en el orden de continuación?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
D-0081,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/01_DOCUMENTOS/04_DUDAS_ONTOLOGICAS.md,15,## ODG-088 ¿La constante de acción es universal porque toda actualización pertenece a una única continuidad?,FUENTE_PRIMARIA_DEL_PAQUETE,DUDA_O_PREGUNTA_ABIERTA_DECLARADA,OCURRENCIA; PUEDE_DUPLICAR_AGREGADOS
